Team Number,Match Number,Team Color,Scout Initals,Cone High Auto,Cone Mid Auto,Cone Low Auto,Cube High Auto,Cube Mid Auto,Cube Low Auto,Mobility Auto,Balance Auto,Cones Collected,Cubes Collected,Cone High,Cone Mid,Cone Low,Cube High,Cube Mid,Cube Low,Cone High (Full Grid),Cone Mid (Full Grid),Cone Low (Full Grid),Cube High (Full Grid),Cube Mid (Full Grid),Cube Low (Full Grid),Endgame Teleop,How in the way of own alliance (none (0) to lots (10)),How tippy (none (0) to lots (10)),How many penalties (none (0) to lots (10)),How speedy (0 (low speed) - 10 (high speed)),Swerve,Died?,Notes,Time Uploaded
"900","Qual 14",Red,"AS",6,0,0,0,0,0,3,12,3,2,5,0,4,5,0,2,0,0,0,0,0,0,10,1,1,1,0.5,1,1,"",Thu Apr 20 2023 15:22:15 GMT+0000 (Coordinated Universal Time)
"14","857",Red,"AJ",6,0,0,0,0,0,0,0,2,2,5,3,0,5,0,2,0,0,0,0,0,0,0,1,1,1,0,1,1,"",Thu Apr 20 2023 15:22:21 GMT+0000 (Coordinated Universal Time)
"4905","14",Blue,"WC",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,3,6,9,3,6,10,0.7,1,0.3,0.5,1,1,"Only defense ",Thu Apr 20 2023 15:22:41 GMT+0000 (Coordinated Universal Time)
"3572","14",Red,"KP",0,0,0,0,0,0,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,1,0,"Pretty garbage",Thu Apr 20 2023 15:22:43 GMT+0000 (Coordinated Universal Time)
"3572","14",Red,"KP",0,0,0,0,0,0,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,1,0,"Pretty garbage",Thu Apr 20 2023 15:22:43 GMT+0000 (Coordinated Universal Time)
"3572","14",Red,"KP",0,0,0,0,0,0,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,1,0,"Pretty garbage",Thu Apr 20 2023 15:22:43 GMT+0000 (Coordinated Universal Time)
"3572","14",Red,"KP",0,0,0,0,0,0,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,1,0,"Pretty garbage",Thu Apr 20 2023 15:22:43 GMT+0000 (Coordinated Universal Time)
"3572","14",Red,"KP",0,0,0,0,0,0,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,1,0,"Pretty garbage",Thu Apr 20 2023 15:22:43 GMT+0000 (Coordinated Universal Time)
"3572","14",Red,"KP",0,0,0,0,0,0,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,1,0,"Pretty garbage",Thu Apr 20 2023 15:22:43 GMT+0000 (Coordinated Universal Time)
"3572","14",Red,"KP",0,0,0,0,0,0,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,1,0,"Pretty garbage",Thu Apr 20 2023 15:22:43 GMT+0000 (Coordinated Universal Time)
"3572","14",Red,"KP",0,0,0,0,0,0,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,1,0,"Pretty garbage",Thu Apr 20 2023 15:22:43 GMT+0000 (Coordinated Universal Time)
"5338","14",Blue,"JJR",6,0,0,0,0,0,3,0,2,3,10,0,0,10,0,4,0,0,0,0,0,0,10,1,1,1,0.8,1,1,"",Thu Apr 20 2023 15:22:47 GMT+0000 (Coordinated Universal Time)
"7428","14",Red,"AK",0,0,0,6,0,0,3,0,0,4,0,0,0,5,3,4,0,0,0,0,0,0,10,0.7,1,1,0.6,0,1,"Super slow intake",Thu Apr 20 2023 15:23:18 GMT+0000 (Coordinated Universal Time)
"5172","15",Blue,"WC",0,0,0,0,0,0,0,0,4,3,10,6,0,5,3,2,18,15,0,9,9,3,10,1,1,1,0.8,1,1,"Bad auto",Thu Apr 20 2023 15:30:54 GMT+0000 (Coordinated Universal Time)
"1156","15",Red,"KP",0,4,0,0,0,0,3,12,2,4,0,6,0,5,6,2,0,0,0,0,0,0,10,1,1,1,0.7,0,1,"",Thu Apr 20 2023 15:30:58 GMT+0000 (Coordinated Universal Time)
