Team Number,Match Number,Team Color,Scout Initals,Cone High Auto,Cone Mid Auto,Cone Low Auto,Cube High Auto,Cube Mid Auto,Cube Low Auto,Mobility Auto,Balance Auto,Cones Collected,Cubes Collected,Cone High,Cone Mid,Cone Low,Cube High,Cube Mid,Cube Low,Cone High (Full Grid),Cone Mid (Full Grid),Cone Low (Full Grid),Cube High (Full Grid),Cube Mid (Full Grid),Cube Low (Full Grid),Endgame Teleop,How in the way of own alliance (none (0) to lots (10)),How tippy (none (0) to lots (10)),How many penalties (none (0) to lots (10)),How speedy (0 (low speed) - 10 (high speed)),Swerve,Died?,Notes,Time Uploaded
"8717","69",Red,"JW",0,0,0,1,0,0,None,Docked,0,3,0,0,0,1,1,1,0,0,0,0,0,0,Park,1,6,0,4,No,No,"No auto align, tall and bulky design",Fri Apr 21 2023 13:16:47 GMT+0000 (Coordinated Universal Time)
"1123","69",Red,"Hh",0,0,0,0,0,0,Mobility,None,2,0,0,0,2,0,0,0,0,0,0,0,0,0,Docked,6,0,0,3,Yes,No,"Missed first part of match watching wrong bot, good low cone extremely slow in single sub",Fri Apr 21 2023 13:17:04 GMT+0000 (Coordinated Universal Time)
"7428","69",Red,"LP",0,0,0,1,0,0,None,None,4,0,0,4,0,0,0,0,0,0,0,0,0,0,Docked,6,0,0,5,Yes,No,"Fast on straight lines but takes a long time in double substation",Fri Apr 21 2023 13:17:07 GMT+0000 (Coordinated Universal Time)
"3940","69",Blue,"MR",0,0,1,0,0,0,Mobility,Engaged,2,3,0,3,0,1,2,0,0,0,0,0,0,0,Engaged,0,0,0,4,Yes,No,"slowish? but consistent. didnt have problems in any one area. could have traversed field faster.",Fri Apr 21 2023 13:17:25 GMT+0000 (Coordinated Universal Time)
"3940","69",Blue,"MR",0,0,1,0,0,0,Mobility,Engaged,2,3,0,3,0,1,2,0,0,0,0,0,0,0,Engaged,0,0,0,4,Yes,No,"slowish? but consistent. didnt have problems in any one area. could have traversed field faster.",Fri Apr 21 2023 13:17:37 GMT+0000 (Coordinated Universal Time)
"4112","70",Blue,"AJ",0,0,1,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Engaged,7,0,0,0,Yes,Yes,"Had severe issues and lag had issues driving ",Fri Apr 21 2023 13:22:43 GMT+0000 (Coordinated Universal Time)
"2960","70",Red,"LP",0,0,0,1,0,0,Mobility,Engaged,3,2,2,1,0,2,0,0,0,0,0,0,0,0,Docked,0,0,0,6,Yes,No,"Really fast intake didn’t block substations but slow place",Fri Apr 21 2023 13:23:16 GMT+0000 (Coordinated Universal Time)
"6817","70",Red,"JW",0,0,0,0,0,0,Attempted Mobility,None,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Park,4,3,0,5,Yes,No,"PVC bot, don't pick them, we know why",Fri Apr 21 2023 13:23:22 GMT+0000 (Coordinated Universal Time)
"5172","70",Blue,"MR",0,0,0,0,0,1,None,Engaged,1,0,2,0,0,0,0,0,0,0,0,0,0,0,Engaged,0,0,0,5,Yes,No,"switched to defense after failed cone grabs from loading station. ask about intake consistency",Fri Apr 21 2023 13:24:39 GMT+0000 (Coordinated Universal Time)
"8808","70",Blue,"AK",0,0,0,0,0,0,Mobility,None,0,4,0,0,0,0,2,0,0,0,0,0,0,0,Park,4,5,0,4,No,No,"Bad Intake fails to place high not consistent ",Fri Apr 21 2023 13:24:46 GMT+0000 (Coordinated Universal Time)
